Time,ag_id,x,y,speed,x_speed,y_speed,theta_delta,data_label
178.41,Helmet_2,-7.365873,0.744974,0.462546,-0.434305,-0.159147,-2.790346,Visitors-Group 2
178.41,Helmet_8,-3.479834,-2.778258,1.655756,-1.604739,-0.407849,-2.892709,Visitors-Alone
178.41,Helmet_6,-6.303755,0.6132,0.148917,-0.135366,0.062067,2.71168,Visitors-Group 2
178.41,Helmet_3,1.970415,0.534752,1.453108,1.407185,-0.362429,-0.252077,Visitors-Alone
178.41,Helmet_10,-5.8936,-1.9196,0.949353,0.840332,-0.441716,-0.483952,Visitors-Group 3
178.81,Helmet_3,2.528519,0.43774,1.416182,1.39526,-0.242531,-0.172105,Visitors-Alone
178.81,Helmet_1,-8.130803,-1.342262,0.936575,0.571271,-0.742174,-0.914789,Visitors-Group 3
178.81,Helmet_6,-6.44012,0.566945,0.35999,-0.340912,-0.115636,-2.814575,Visitors-Group 2
178.81,Helmet_10,-5.469487,-2.053361,1.111765,1.060281,-0.334404,-0.305517,Visitors-Group 3
178.81,Helmet_2,-7.682911,0.611623,0.859854,-0.792596,-0.333377,-2.743442,Visitors-Group 2
178.81,Helmet_5,-4.893685,1.800668,1.257435,-1.257349,-0.014705,-3.129898,Visitors-Alone
178.81,Helmet_8,-4.10887,-2.907284,1.605331,-1.57259,-0.322564,-2.939283,Visitors-Alone
178.81,Helmet_4,-5.46777,2.546608,1.255342,1.238422,0.205407,0.164366,Visitors-Alone
179.21,Helmet_10,-5.026214,-2.134775,1.126719,1.108182,-0.203535,-0.181641,Visitors-Group 3
179.21,Helmet_8,-4.72574,-2.980157,1.552899,-1.542175,-0.182182,-3.024004,Visitors-Alone
179.21,Helmet_2,-7.977082,0.383791,0.930202,-0.735427,-0.569581,-2.482601,Visitors-Group 2
179.21,Helmet_1,-7.852763,-1.498064,0.796792,0.695101,-0.389502,-0.510757,Visitors-Group 3
179.21,Helmet_4,-4.918326,2.536913,1.373824,1.37361,-0.024239,-0.017644,Visitors-Alone
179.21,Helmet_5,-5.408606,1.872773,1.299861,-1.287301,0.180264,3.002465,Visitors-Alone
179.21,Helmet_3,3.073217,0.361548,1.375004,1.361746,-0.19048,-0.138977,Visitors-Alone
179.21,Helmet_6,-6.693105,0.48544,0.664477,-0.632464,-0.203762,-2.82992,Visitors-Group 2
179.61,Helmet_1,-7.543784,-1.638239,0.848222,0.772446,-0.350439,-0.425905,Visitors-Group 3
179.61,Helmet_8,-5.326182,-3.017262,1.50397,-1.501106,-0.092764,-3.079874,Visitors-Alone
179.61,Helmet_10,-4.555702,-2.208146,1.190496,1.17628,-0.183429,-0.154694,Visitors-Group 3
179.61,Helmet_5,-5.894718,2.01103,1.263477,-1.21528,0.345642,2.864496,Visitors-Alone
179.61,Helmet_6,-7.004375,0.471226,0.778986,-0.778175,-0.035535,-3.09596,Visitors-Group 2
179.61,Helmet_3,3.626234,0.36226,1.382542,1.382541,0.00178,0.001287,Visitors-Alone
179.61,Helmet_4,-4.336164,2.570479,1.457823,1.455406,0.083915,0.057594,Visitors-Alone
179.61,Helmet_2,-8.223559,0.061475,1.014391,-0.616193,-0.805789,-2.223644,Visitors-Group 2
180.01,Helmet_4,-3.764642,2.580555,1.429026,1.428804,0.02519,0.017628,Visitors-Alone
180.01,Helmet_1,-7.172536,-1.885089,1.114563,0.92812,-0.617125,-0.586792,Visitors-Group 3
180.01,Helmet_10,-4.040716,-2.212868,1.287519,1.287465,-0.011805,-0.009169,Visitors-Group 3
180.01,Helmet_8,-5.893098,-3.058262,1.420992,-1.41729,-0.1025,-3.069397,Visitors-Alone
180.01,Helmet_2,-8.439172,-0.325024,1.106431,-0.539033,-0.966248,-2.079655,Visitors-Group 2
180.01,Helmet_5,-6.337045,2.22946,1.233301,-1.105818,0.546075,2.682901,Visitors-Alone
180.01,Helmet_6,-7.273071,0.473968,0.671775,-0.67174,0.006855,3.131388,Visitors-Group 2
180.01,Helmet_3,4.182678,0.323913,1.394411,1.391111,-0.095866,-0.068805,Visitors-Alone
180.41,Helmet_2,-8.550004,-0.616902,0.78053,-0.277079,-0.729695,-1.933697,Visitors-Group 2
180.41,Helmet_3,4.740757,0.256553,1.405322,1.395196,-0.1684,-0.120119,Visitors-Alone
180.41,Helmet_6,-7.437047,0.377195,0.476007,-0.40994,-0.241934,-2.608433,Visitors-Group 2
180.41,Helmet_5,-6.710353,2.434941,1.065308,-0.93327,0.513701,2.638418,Visitors-Alone
180.41,Helmet_1,-6.714391,-2.095431,1.26031,1.145364,-0.525855,-0.430409,Visitors-Group 3
180.41,Helmet_8,-6.45585,-3.036569,1.407924,-1.406879,0.054234,3.103063,Visitors-Alone
180.41,Helmet_10,-3.530164,-2.16837,1.28122,1.276381,0.111247,0.086939,Visitors-Group 3
180.41,Helmet_4,-3.194893,2.552547,1.426094,1.424374,-0.070019,-0.049118,Visitors-Alone
180.81,Helmet_3,5.292434,0.233802,1.380365,1.379192,-0.056879,-0.041217,Visitors-Alone
180.81,Helmet_10,-3.039688,-2.128555,1.230222,1.226189,0.099536,0.080998,Visitors-Group 3
180.81,Helmet_5,-6.912827,2.563076,0.599033,-0.506185,0.32034,2.577367,Visitors-Alone
180.81,Helmet_1,-6.247727,-2.241888,1.222764,1.166659,-0.366142,-0.304104,Visitors-Group 3
180.81,Helmet_8,-6.997002,-3.05321,1.353519,-1.35288,-0.041601,-3.110852,Visitors-Alone
180.81,Helmet_4,-2.606236,2.578236,1.473042,1.471641,0.064222,0.043612,Visitors-Alone
180.81,Helmet_6,-7.550037,0.226736,0.470403,-0.282475,-0.376147,-2.214917,Visitors-Group 2
180.81,Helmet_2,-8.574773,-0.704986,0.228752,-0.061923,-0.220211,-1.844914,Visitors-Group 2
181.21,Helmet_2,-8.567835,-0.697222,0.026031,0.017344,0.019411,0.84159,Visitors-Group 2
181.21,Helmet_8,-7.351624,-3.146408,0.91666,-0.886555,-0.232995,-2.884595,Visitors-Alone
181.21,Helmet_6,-7.632804,0.147664,0.286166,-0.206916,-0.197679,-2.379022,Visitors-Group 2
181.21,Helmet_10,-2.530499,-2.034347,1.294578,1.272974,0.23552,0.182947,Visitors-Group 3
181.21,Helmet_3,5.846947,0.164667,1.397016,1.386284,-0.172836,-0.124036,Visitors-Alone
181.21,Helmet_5,-6.934802,2.638302,0.195925,-0.054937,0.188065,1.855008,Visitors-Alone
181.21,Helmet_4,-2.04093,2.538191,1.416807,1.413265,-0.100114,-0.07072,Visitors-Alone
181.21,Helmet_1,-5.777156,-2.401546,1.242296,1.176427,-0.399145,-0.327098,Visitors-Group 3
181.61,Helmet_2,-8.542888,-0.671287,0.089964,0.062367,0.064836,0.804804,Visitors-Group 2
181.61,Helmet_5,-6.898166,2.670769,0.122378,0.09159,0.081165,0.725126,Visitors-Alone
181.61,Helmet_8,-7.475368,-3.165086,0.312864,-0.30936,-0.046696,-2.991779,Visitors-Alone
181.61,Helmet_6,-7.66385,0.124683,0.096567,-0.077616,-0.057454,-2.504375,Visitors-Group 2
181.61,Helmet_10,-1.99138,-1.899006,1.389617,1.347796,0.338351,0.245958,Visitors-Group 3
181.61,Helmet_7,-4.021487,-0.352711,0.0,0.0,0.0,0.0,Visitors-Group 3
181.61,Helmet_1,-5.302672,-2.442262,1.190569,1.18621,-0.101791,-0.085602,Visitors-Group 3
181.61,Helmet_3,6.394037,0.103416,1.376269,1.367724,-0.153126,-0.111493,Visitors-Alone
181.61,Helmet_4,-1.50763,2.478771,1.341501,1.333251,-0.14855,-0.110962,Visitors-Alone
182.01,Helmet_3,6.896209,0.073922,1.257595,1.255431,-0.073735,-0.058665,Visitors-Alone
182.01,Helmet_1,-4.823741,-2.387404,1.205156,1.197328,0.137145,0.114046,Visitors-Group 3
182.01,Helmet_6,-7.676236,0.074845,0.128384,-0.030964,-0.124594,-1.814379,Visitors-Group 2
182.01,Helmet_8,-7.486593,-3.110144,0.140192,-0.028064,0.137354,1.772341,Visitors-Alone
182.01,Helmet_2,-8.548048,-0.629367,0.105591,-0.012901,0.1048,1.693284,Visitors-Group 2
182.01,Helmet_10,-1.436888,-1.789844,1.412838,1.38623,0.272908,0.194384,Visitors-Group 3
182.01,Helmet_5,-6.812423,2.649213,0.221027,0.214358,-0.053889,-0.246293,Visitors-Alone
182.01,Helmet_7,-3.910797,-0.359405,0.277232,0.276726,-0.016735,-0.060401,Visitors-Group 3
182.01,Helmet_4,-0.936119,2.488995,1.429007,1.428779,0.02556,0.017887,Visitors-Alone
182.41,Helmet_5,-6.657626,2.51754,0.508059,0.386991,-0.329184,-0.704856,Visitors-Alone
182.41,Helmet_6,-7.689445,0.075209,0.033035,-0.033023,0.00091,3.114043,Visitors-Group 2
182.41,Helmet_10,-0.90693,-1.645497,1.373161,1.324895,0.360866,0.265923,Visitors-Group 3
182.41,Helmet_1,-4.292379,-2.34458,1.332712,1.328405,0.107061,0.08042,Visitors-Group 3
182.41,Helmet_7,-3.529264,-0.392969,0.957515,0.953831,-0.083909,-0.087744,Visitors-Group 3
182.41,Helmet_3,7.382296,-0.012576,1.234308,1.215217,-0.216246,-0.176105,Visitors-Alone
182.41,Helmet_2,-8.579542,-0.620591,0.081734,-0.078734,0.021941,2.869812,Visitors-Group 2
182.41,Helmet_4,-0.356578,2.426653,1.45721,1.448851,-0.155855,-0.107159,Visitors-Alone
182.41,Helmet_8,-7.464469,-3.054809,0.148985,0.055311,0.138337,1.190437,Visitors-Alone
182.81,Helmet_5,-6.441259,2.354318,0.677569,0.540917,-0.408054,-0.646294,Visitors-Alone
182.81,Helmet_8,-7.461424,-3.032057,0.057388,0.007611,0.056881,1.437773,Visitors-Alone
182.81,Helmet_3,7.863705,-0.065872,1.210875,1.203522,-0.13324,-0.110259,Visitors-Alone
182.81,Helmet_4,0.206967,2.38104,1.41347,1.408862,-0.114031,-0.080762,Visitors-Alone
182.81,Helmet_2,-8.612966,-0.700732,0.217079,-0.08356,-0.200352,-1.965927,Visitors-Group 2
182.81,Helmet_10,-0.39546,-1.479467,1.344359,1.278676,0.415075,0.313882,Visitors-Group 3
182.81,Helmet_7,-3.000404,-0.40871,1.322737,1.322151,-0.039354,-0.029756,Visitors-Group 3
182.81,Helmet_1,-3.772288,-2.203732,1.347065,1.300229,0.35212,0.26447,Visitors-Group 3
182.81,Helmet_6,-7.702051,0.165789,0.228631,-0.031515,0.226449,1.709079,Visitors-Group 2
183.21,Helmet_1,-3.276358,-2.037516,1.307608,1.239825,0.415539,0.323393,Visitors-Group 3
183.21,Helmet_5,-6.128935,2.221004,0.848965,0.78081,-0.333284,-0.403431,Visitors-Alone
183.21,Helmet_7,-2.51241,-0.417512,1.220182,1.219984,-0.022005,-0.018035,Visitors-Group 3
183.21,Helmet_2,-8.635467,-0.75273,0.141644,-0.056251,-0.129995,-1.979186,Visitors-Group 2
183.21,Helmet_6,-7.771244,0.262141,0.296558,-0.172984,0.24088,2.193588,Visitors-Group 2
183.21,Helmet_8,-7.457469,-3.041431,0.025435,0.009888,-0.023435,-1.171521,Visitors-Alone
183.21,Helmet_4,0.79278,2.392522,1.464815,1.464534,0.028705,0.019598,Visitors-Alone
183.21,Helmet_3,8.327369,-0.1188,1.166688,1.15916,-0.132321,-0.113661,Visitors-Alone
183.21,Helmet_10,0.157819,-1.36589,1.412039,1.383196,0.283941,0.202466,Visitors-Group 3
183.61,Helmet_10,0.721585,-1.234748,1.447045,1.409415,0.327855,0.228553,Visitors-Group 3
183.61,Helmet_5,-5.699369,2.043876,1.161629,1.073915,-0.44282,-0.3911,Visitors-Alone
183.61,Helmet_7,-1.98897,-0.482575,1.31867,1.3086,-0.162656,-0.123664,Visitors-Group 3
183.61,Helmet_1,-2.759288,-1.971652,1.30312,1.292675,0.164662,0.126699,Visitors-Group 3
183.61,Helmet_6,-7.876949,0.28765,0.271849,-0.264262,0.063774,2.904793,Visitors-Group 2
183.61,Helmet_4,1.375574,2.341063,1.462651,1.456982,-0.128647,-0.088069,Visitors-Alone
183.61,Helmet_8,-7.425213,-3.061761,0.09532,0.08064,-0.050825,-0.562376,Visitors-Alone
183.61,Helmet_2,-8.598017,-0.657656,0.255458,0.093624,0.237684,1.195559,Visitors-Group 2
183.61,Helmet_3,8.777084,-0.265593,1.182664,1.124286,-0.366981,-0.315509,Visitors-Alone
184.01,Helmet_4,1.952334,2.351125,1.442122,1.441903,0.025154,0.017443,Visitors-Alone
184.01,Helmet_8,-7.369178,-3.096254,0.164501,0.140087,-0.086233,-0.551786,Visitors-Alone
184.01,Helmet_10,1.255101,-1.114259,1.367382,1.333791,0.301224,0.222114,Visitors-Group 3
184.01,Helmet_3,9.01703,-0.367235,0.651467,0.599866,-0.254105,-0.400687,Visitors-Alone
184.01,Helmet_2,-8.465171,-0.463302,0.588544,0.332115,0.485885,0.971213,Visitors-Group 2
184.01,Helmet_1,-2.246628,-1.870796,1.306215,1.281649,0.25214,0.19425,Visitors-Group 3
184.01,Helmet_5,-5.213038,1.77092,1.394236,1.215828,-0.682391,-0.511444,Visitors-Alone
184.01,Helmet_7,-1.46748,-0.480621,1.303734,1.303725,0.004885,0.003747,Visitors-Group 3
184.01,Helmet_6,-7.861886,0.273105,0.052348,0.037657,-0.036363,-0.767905,Visitors-Group 2
184.41,Helmet_5,-4.722353,1.418525,1.510287,1.226714,-0.880987,-0.622816,Visitors-Alone
184.41,Helmet_1,-1.692371,-1.792144,1.399524,1.385642,0.196629,0.140963,Visitors-Group 3
184.41,Helmet_4,2.535575,2.390863,1.461482,1.458101,0.099345,0.068028,Visitors-Alone
184.41,Helmet_8,-7.340594,-3.111774,0.081313,0.07146,-0.038799,-0.497409,Visitors-Alone
184.41,Helmet_3,8.95304,-0.273796,0.283126,-0.159975,0.233599,2.171267,Visitors-Alone
184.41,Helmet_2,-8.238793,-0.303502,0.692745,0.565946,0.3995,0.614673,Visitors-Group 2
184.41,Helmet_6,-7.659848,0.346601,0.537477,0.505095,0.18374,0.348892,Visitors-Group 2
184.41,Helmet_7,-1.023851,-0.387377,1.133307,1.109074,0.23311,0.207169,Visitors-Group 3
184.41,Helmet_10,1.805282,-1.065177,1.380914,1.375451,0.122705,0.088975,Visitors-Group 3
184.81,Helmet_1,-1.096527,-1.783036,1.489784,1.48961,0.02277,0.015285,Visitors-Group 3
184.81,Helmet_4,3.120572,2.40003,1.462673,1.462494,0.022919,0.01567,Visitors-Alone
184.81,Helmet_10,2.365855,-0.987665,1.414766,1.401432,0.19378,0.137402,Visitors-Group 3
184.81,Helmet_5,-4.277169,1.041096,1.459112,1.112959,-0.943574,-0.703219,Visitors-Alone
184.81,Helmet_2,-7.954893,-0.262931,0.716959,0.709749,0.101427,0.141945,Visitors-Group 2
184.81,Helmet_3,8.879987,-0.094238,0.484624,-0.182634,0.448894,1.957196,Visitors-Alone
184.81,Helmet_6,-7.384439,0.414997,0.709437,0.688522,0.17099,0.243419,Visitors-Group 2
184.81,Helmet_7,-0.56647,-0.337025,1.150361,1.143452,0.12588,0.109646,Visitors-Group 3
184.81,Helmet_8,-7.277776,-3.106046,0.157695,0.157044,0.014319,0.090925,Visitors-Alone
185.21,Helmet_8,-7.088186,-2.999272,0.543974,0.473975,0.266936,0.512911,Visitors-Alone
185.21,Helmet_5,-3.878483,0.658978,1.38059,0.996715,-0.955295,-0.764182,Visitors-Alone
185.21,Helmet_1,-0.557209,-1.67385,1.375649,1.348295,0.272966,0.199753,Visitors-Group 3
185.21,Helmet_4,3.704672,2.48359,1.475114,1.460247,0.208899,0.142093,Visitors-Alone
185.21,Helmet_10,2.877192,-0.906226,1.294454,1.278342,0.203596,0.157939,Visitors-Group 3
185.21,Helmet_7,-0.075297,-0.285082,1.23478,1.227932,0.129856,0.10536,Visitors-Group 3
185.21,Helmet_2,-7.600868,-0.244108,0.886313,0.885062,0.047057,0.053119,Visitors-Group 2
185.21,Helmet_3,8.872848,0.004009,0.246265,-0.017846,0.245617,1.643328,Visitors-Alone
185.21,Helmet_6,-7.008763,0.420808,0.939302,0.93919,0.014526,0.015466,Visitors-Group 2
185.61,Helmet_1,-0.087963,-1.53018,1.226869,1.173116,0.359175,0.297109,Visitors-Group 3
185.61,Helmet_3,8.841607,0.025357,0.094596,-0.078102,0.05337,2.542141,Visitors-Alone
185.61,Helmet_5,-3.470847,0.245475,1.451619,1.019091,-1.033756,-0.792542,Visitors-Alone
185.61,Helmet_7,0.412069,-0.182425,1.245151,1.218415,0.256642,0.207602,Visitors-Group 3
185.61,Helmet_6,-6.558195,0.556403,1.176324,1.126421,0.338989,0.292322,Visitors-Group 2
185.61,Helmet_8,-6.873581,-2.818441,0.701584,0.536514,0.452076,0.700193,Visitors-Alone
185.61,Helmet_2,-7.132831,-0.170833,1.184347,1.170094,0.183187,0.155297,Visitors-Group 2
185.61,Helmet_4,4.26829,2.527343,1.413284,1.409045,0.109382,0.077473,Visitors-Alone
185.61,Helmet_10,3.358067,-0.8913,1.202768,1.202189,0.037316,0.03103,Visitors-Group 3
186.01,Helmet_2,-6.604302,-0.073571,1.343508,1.321321,0.243155,0.181988,Visitors-Group 2
186.01,Helmet_8,-6.616796,-2.768082,0.654192,0.641964,0.125898,0.193655,Visitors-Alone
186.01,Helmet_5,-3.091958,-0.215771,1.492281,0.947221,-1.153115,-0.883115,Visitors-Alone
186.01,Helmet_7,0.895554,-0.133284,1.21494,1.208713,0.122854,0.101292,Visitors-Group 3
186.01,Helmet_6,-6.128334,0.760292,1.189409,1.074651,0.509724,0.44289,Visitors-Group 2
186.01,Helmet_10,3.815894,-0.844976,1.150411,1.144568,0.115809,0.100838,Visitors-Group 3
186.01,Helmet_4,4.812514,2.529874,1.360575,1.36056,0.006329,0.004652,Visitors-Alone
186.01,Helmet_3,8.799025,-0.00121,0.125475,-0.106455,-0.066418,-2.583783,Visitors-Alone
186.01,Helmet_1,0.392316,-1.447486,1.218365,1.200698,0.206734,0.170506,Visitors-Group 3
186.41,Helmet_8,-6.232923,-2.824713,0.970068,0.959681,-0.141577,-0.146469,Visitors-Alone
186.41,Helmet_6,-5.655835,0.905549,1.235807,1.181249,0.363141,0.298252,Visitors-Group 2
186.41,Helmet_5,-2.739079,-0.677397,1.452633,0.882197,-1.154066,-0.918127,Visitors-Alone
186.41,Helmet_3,8.822885,-0.030797,0.095023,0.05965,-0.073968,-0.892151,Visitors-Alone
186.41,Helmet_10,4.265974,-0.769556,1.140887,1.125199,0.188552,0.16603,Visitors-Group 3
186.41,Helmet_1,0.878049,-1.340098,1.243655,1.214331,0.268471,0.217586,Visitors-Group 3
186.41,Helmet_4,5.386214,2.60811,1.447527,1.434252,0.19559,0.135535,Visitors-Alone
186.41,Helmet_7,1.408952,-0.093451,1.287351,1.283494,0.099582,0.077432,Visitors-Group 3
186.41,Helmet_2,-6.088837,0.070771,1.338234,1.288664,0.360855,0.27303,Visitors-Group 2
186.81,Helmet_5,-2.400849,-1.145207,1.443186,0.845576,-1.169524,-0.944794,Visitors-Alone
186.81,Helmet_7,1.948586,0.007081,1.372296,1.349085,0.251329,0.184184,Visitors-Group 3
186.81,Helmet_3,8.98918,-0.092699,0.443607,0.415737,-0.154755,-0.356351,Visitors-Alone
186.81,Helmet_1,1.370588,-1.26513,1.245529,1.231347,0.187417,0.151046,Visitors-Group 3
186.81,Helmet_10,4.747611,-0.760092,1.204326,1.204094,0.023657,0.019645,Visitors-Group 3
186.81,Helmet_4,5.978796,2.671534,1.489915,1.481454,0.158559,0.106623,Visitors-Alone
186.81,Helmet_2,-5.546612,0.22687,1.410618,1.355562,0.390247,0.280306,Visitors-Group 2
186.81,Helmet_6,-5.14149,1.070441,1.350323,1.285861,0.41223,0.310235,Visitors-Group 2
186.81,Helmet_8,-5.762688,-2.836735,1.17597,1.175586,-0.030055,-0.02556,Visitors-Alone
187.21,Helmet_6,-4.593231,1.213344,1.416442,1.370647,0.357256,0.254975,Visitors-Group 2
187.21,Helmet_8,-5.233877,-2.794003,1.326337,1.322027,0.106829,0.080632,Visitors-Alone
187.21,Helmet_5,-2.083735,-1.623651,1.434986,0.792784,-1.19611,-0.985474,Visitors-Alone
187.21,Helmet_3,9.068642,-0.148639,0.242942,0.198654,-0.139848,-0.61339,Visitors-Alone
187.21,Helmet_1,1.90935,-1.210496,1.353813,1.346905,0.136586,0.101062,Visitors-Group 3
187.21,Helmet_10,5.227536,-0.748919,1.200138,1.199812,0.027933,0.023277,Visitors-Group 3
187.21,Helmet_7,2.498692,0.05843,1.381243,1.375265,0.128372,0.093074,Visitors-Group 3
187.21,Helmet_4,6.511405,2.741218,1.342871,1.331522,0.17421,0.130096,Visitors-Alone
187.21,Helmet_2,-4.974052,0.387904,1.486936,1.431399,0.402586,0.274171,Visitors-Group 2
187.61,Helmet_2,-4.385201,0.568403,1.539735,1.472127,0.451247,0.297434,Visitors-Group 2
187.61,Helmet_4,6.754248,2.804273,0.627239,0.607107,0.157637,0.254043,Visitors-Alone
187.61,Helmet_10,5.715262,-0.708922,1.223408,1.219315,0.099992,0.081824,Visitors-Group 3
187.61,Helmet_7,3.044423,0.094753,1.367347,1.364329,0.090809,0.066461,Visitors-Group 3
187.61,Helmet_6,-4.038246,1.345698,1.426372,1.387462,0.330886,0.23411,Visitors-Group 2
187.61,Helmet_3,8.901521,-0.044066,0.492855,-0.417802,0.261432,2.582467,Visitors-Alone
187.61,Helmet_5,-1.775957,-2.095733,1.408876,0.769445,-1.180206,-0.993046,Visitors-Alone
187.61,Helmet_8,-4.664368,-2.719316,1.435964,1.423772,0.18672,0.1304,Visitors-Alone
187.61,Helmet_1,2.428149,-1.040921,1.364525,1.296999,0.423937,0.315914,Visitors-Group 3
188.01,Helmet_10,6.260629,-0.723342,1.363894,1.363418,-0.036049,-0.026434,Visitors-Group 3
188.01,Helmet_8,-4.080921,-2.588703,1.49472,1.458618,0.326531,0.220232,Visitors-Alone
188.01,Helmet_6,-3.503148,1.497487,1.390525,1.337745,0.379473,0.276405,Visitors-Group 2
188.01,Helmet_2,-3.791723,0.726668,1.535546,1.483696,0.395661,0.260608,Visitors-Group 2
188.01,Helmet_3,8.619219,0.153164,0.860936,-0.705754,0.493074,2.531774,Visitors-Alone
188.01,Helmet_1,2.928898,-0.902136,1.299064,1.251873,0.346963,0.270368,Visitors-Group 3
188.01,Helmet_7,3.575034,0.168799,1.339381,1.326528,0.185115,0.138653,Visitors-Group 3
188.01,Helmet_5,-1.523396,-2.559854,1.320972,0.631404,-1.1603,-1.072438,Visitors-Alone
188.41,Helmet_10,6.805979,-0.71059,1.363746,1.363374,0.031879,0.023378,Visitors-Group 3
188.41,Helmet_2,-3.240707,0.883963,1.432568,1.377539,0.393239,0.278069,Visitors-Group 2
188.41,Helmet_8,-3.488265,-2.457648,1.517435,1.481641,0.327639,0.21763,Visitors-Alone
188.41,Helmet_7,4.102487,0.180506,1.318956,1.318631,0.029267,0.022192,Visitors-Group 3
188.41,Helmet_6,-2.953986,1.610156,1.401503,1.372906,0.281674,0.202358,Visitors-Group 2
188.41,Helmet_5,-1.324413,-3.004676,1.218251,0.497457,-1.112057,-1.150164,Visitors-Alone
188.41,Helmet_1,3.443908,-0.833409,1.298939,1.287525,0.171817,0.132664,Visitors-Group 3
188.41,Helmet_3,8.258082,0.286926,0.962783,-0.902842,0.334404,2.78687,Visitors-Alone
188.81,Helmet_8,-2.895852,-2.32173,1.519511,1.481031,0.339795,0.225528,Visitors-Alone
188.81,Helmet_3,7.835843,0.441791,1.124359,-1.055599,0.387162,2.790056,Visitors-Alone
188.81,Helmet_10,7.335829,-0.621261,1.34332,1.324626,0.223325,0.167024,Visitors-Group 3
188.81,Helmet_5,-1.197934,-3.434378,1.119822,0.316196,-1.074254,-1.28454,Visitors-Alone
188.81,Helmet_1,3.940843,-0.72375,1.272226,1.242337,0.274149,0.217191,Visitors-Group 3
188.81,Helmet_7,4.643213,0.170362,1.352053,1.351815,-0.025361,-0.018759,Visitors-Group 3
188.81,Helmet_6,-2.386622,1.730431,1.449931,1.41841,0.300686,0.208896,Visitors-Group 2
188.81,Helmet_2,-2.707266,1.019122,1.375744,1.333604,0.337896,0.248149,Visitors-Group 2
189.21,Helmet_5,-1.19589,-3.711024,0.691635,0.005111,-0.691616,-1.563406,Visitors-Alone
189.21,Helmet_1,4.427094,-0.692842,1.218081,1.215627,0.07727,0.063478,Visitors-Group 3
189.21,Helmet_8,-2.303401,-2.169764,1.529078,1.48113,0.379914,0.251089,Visitors-Alone
189.21,Helmet_7,5.178174,0.203736,1.340002,1.337402,0.083436,0.062306,Visitors-Group 3
189.21,Helmet_6,-1.810027,1.824313,1.46047,1.441487,0.234705,0.161405,Visitors-Group 2
189.21,Helmet_10,7.87092,-0.534143,1.35534,1.337726,0.217795,0.161394,Visitors-Group 3
189.21,Helmet_3,7.385325,0.65175,1.2426,-1.126294,0.524898,2.705481,Visitors-Alone
189.21,Helmet_2,-2.160449,1.128269,1.394008,1.367041,0.272867,0.197015,Visitors-Group 2
189.61,Helmet_7,5.703688,0.200531,1.313811,1.313786,-0.008012,-0.006099,Visitors-Group 3
189.61,Helmet_8,-1.720584,-2.031928,1.497235,1.457041,0.344591,0.232234,Visitors-Alone
189.61,Helmet_5,-1.2391,-3.787634,0.219887,-0.108025,-0.191522,-2.08435,Visitors-Alone
189.61,Helmet_2,-1.593746,1.217761,1.434314,1.416757,0.22373,0.156624,Visitors-Group 2
189.61,Helmet_10,8.32065,-0.431507,1.153232,1.124325,0.256589,0.224373,Visitors-Group 3
189.61,Helmet_1,4.916339,-0.735709,1.227799,1.223112,-0.107169,-0.087397,Visitors-Group 3
189.61,Helmet_3,6.892798,0.769907,1.266253,-1.231316,0.295394,2.906141,Visitors-Alone
189.61,Helmet_6,-1.248551,1.912458,1.420882,1.40369,0.220361,0.155716,Visitors-Group 2
190.01,Helmet_2,-1.015894,1.262117,1.448881,1.444631,0.11089,0.07661,Visitors-Group 2
190.01,Helmet_6,-0.68495,2.022427,1.435572,1.409001,0.274924,0.192698,Visitors-Group 2
190.01,Helmet_5,-1.273898,-3.798338,0.09102,-0.086996,-0.026763,-2.843152,Visitors-Alone
190.01,Helmet_3,6.388205,0.824136,1.268749,-1.261485,0.135571,3.034534,Visitors-Alone
190.01,Helmet_8,-1.151755,-1.85119,1.49213,1.422073,0.451843,0.307647,Visitors-Alone
190.01,Helmet_10,8.68189,-0.282164,0.977234,0.9031,0.373358,0.39202,Visitors-Group 3
190.01,Helmet_7,6.264382,0.209082,1.401898,1.401735,0.021378,0.01525,Visitors-Group 3
190.01,Helmet_1,5.387072,-0.6378,1.202018,1.176833,0.244773,0.205069,Visitors-Group 3
190.41,Helmet_1,5.861519,-0.551834,1.205429,1.186116,0.214914,0.179246,Visitors-Group 3
190.41,Helmet_10,9.006303,-0.152639,0.873287,0.811034,0.323812,0.379867,Visitors-Group 3
190.41,Helmet_8,-0.55046,-1.681672,1.561834,1.503237,0.423796,0.27479,Visitors-Alone
190.41,Helmet_6,-0.083131,2.113344,1.52162,1.504549,0.227291,0.149936,Visitors-Group 2
190.41,Helmet_5,-1.298959,-3.787101,0.068663,-0.062652,0.028094,2.720065,Visitors-Alone
190.41,Helmet_2,-0.440817,1.29907,1.440657,1.437692,0.092381,0.064168,Visitors-Group 2
190.41,Helmet_7,6.783066,0.289214,1.312093,1.29671,0.200329,0.153278,Visitors-Group 3
190.41,Helmet_3,5.876236,0.813372,1.280206,-1.279923,-0.026909,-3.120572,Visitors-Alone
190.81,Helmet_10,9.204607,-0.071932,0.535245,0.495759,0.201769,0.386517,Visitors-Group 3
190.81,Helmet_5,-1.288789,-3.747987,0.101036,0.025425,0.097785,1.31642,Visitors-Alone
190.81,Helmet_3,5.348899,0.719158,1.339218,-1.318342,-0.235536,-2.964797,Visitors-Alone
